0.0098717194	0.0051020407	0.0322245320	0.0026246719
0.1379727000	0.1129737600	0.2879417800	0.0927384050
0.2097097600	0.1854956300	0.3409563300	0.1347331600
0.1152728900	0.1137026300	0.1257796300	0.1027996500
0.0855291930	0.0943877550	0.0540540550	0.0839895010
0.0606313790	0.0513848400	0.0322245320	0.0647419100
0.0449497400	0.0284256560	0.0259875260	0.0555555560
0.0351937080	0.0284256560	0.0207900200	0.0336832890
0.0282398000	0.0229591840	0.0135135140	0.0358705150
0.0229440350	0.0255102050	0.0083160084	0.0236220470
0.0178025140	0.0156705550	0.0031185031	0.0170603670
0.0156430750	0.0131195340	0.0041580042	0.0131233600
0.0147818710	0.0112973760	0.0041580042	0.0148731400
0.0136121750	0.0131195340	0.0031185031	0.0148731400
0.0133422450	0.0142128280	0.0041580042	0.0153105860
0.0114527360	0.0102040810	0.0041580042	0.0188101490
0.0095889354	0.0069241985	0.0031185031	0.0144356950
0.0092547368	0.0051020407	0.0072765071	0.0192475930
0.0086249001	0.0083819246	0.0031185031	0.0083114607
0.0073395204	0.0061953352	0.0031185031	0.0100612430
0.0064783157	0.0072886297	0.0000000000	0.0052493438
0.0067739529	0.0065597668	0.0031185031	0.0074365702
0.0062469472	0.0058309040	0.0020790021	0.0091863517
0.0060027251	0.0069241985	0.0010395010	0.0087489067
0.0054114503	0.0069241985	0.0010395010	0.0087489067
0.0053471811	0.0054664724	0.0010395010	0.0056867893
0.0046273684	0.0065597668	0.0020790021	0.0087489067
0.0045759529	0.0061953352	0.0000000000	0.0074365702
0.0040103858	0.0047376095	0.0010395010	0.0039370079
0.0042289007	0.0054664724	0.0000000000	0.0078740157
0.0038432865	0.0058309040	0.0000000000	0.0069991252
0.0040103858	0.0061953352	0.0000000000	0.0100612430
0.0037018945	0.0054664724	0.0000000000	0.0113735790
0.0032648654	0.0040087462	0.0020790021	0.0061242343
0.0034319649	0.0065597668	0.0000000000	0.0096237967
0.0031748889	0.0058309040	0.0000000000	0.0052493438
0.0035862105	0.0058309040	0.0000000000	0.0052493438
0.0035862105	0.0069241985	0.0000000000	0.0069991252
0.0028021287	0.0061953352	0.0000000000	0.0091863517
0.0024679299	0.0043731779	0.0000000000	0.0061242343
0.0023908070	0.0065597668	0.0000000000	0.0048118983
0.0023136842	0.0032798834	0.0000000000	0.0021872267
0.0026350291	0.0036443148	0.0000000000	0.0043744533
0.0023908070	0.0051020407	0.0010395010	0.0021872267
0.0021980000	0.0036443148	0.0000000000	0.0026246719
0.0022622689	0.0069241985	0.0020790021	0.0030621171
0.0019794854	0.0047376095	0.0000000000	0.0034995626
0.0021594386	0.0047376095	0.0000000000	0.0048118983
0.0019409240	0.0072886297	0.0000000000	0.0048118983
0.0017481169	0.0025510204	0.0010395010	0.0030621171
0.0019666315	0.0051020407	0.0000000000	0.0048118983
0.0019666315	0.0051020407	0.0000000000	0.0052493438
0.0018123860	0.0058309040	0.0010395010	0.0043744533
0.0017224093	0.0040087462	0.0000000000	0.0034995626
0.0016709941	0.0047376095	0.0000000000	0.0008748907
0.0016709941	0.0065597668	0.0000000000	0.0030621171
0.0016967017	0.0080174925	0.0000000000	0.0030621171
0.0016067252	0.0061953352	0.0000000000	0.0030621171
0.0017224093	0.0054664724	0.0000000000	0.0034995626
0.0011696959	0.0043731779	0.0000000000	0.0034995626
0.0016452866	0.0043731779	0.0000000000	0.0030621171
