delay,frac
0,.032224532
1,.28794178
2,.34095633
3,.12577963
4,.054054055
5,.032224532
6,.025987526
7,.02079002
8,.013513514
9,.0083160084
10,.0031185031
11,.0041580042
12,.0041580042
13,.0031185031
14,.0041580042
15,.0041580042
16,.0031185031
17,.0072765071
18,.0031185031
19,.0031185031
21,.0031185031
22,.0020790021
23,.001039501
24,.001039501
25,.001039501
26,.0020790021
28,.001039501
33,.0020790021
43,.001039501
45,.0020790021
49,.001039501
52,.001039501
