0.0000000000000e+00 2.0000000000000e+00
0.0000000000000e+00 2.0000000000000e+00
0.0000000000000e+00 3.0000000000000e+00
0.0000000000000e+00 3.0000000000000e+00
0.0000000000000e+00 5.0000000000000e+00
0.0000000000000e+00 5.0000000000000e+00
0.0000000000000e+00 5.0000000000000e+00
0.0000000000000e+00 7.0000000000000e+00
0.0000000000000e+00 9.0000000000000e+00
0.0000000000000e+00 1.0000000000000e+01
0.0000000000000e+00 1.1000000000000e+01
0.0000000000000e+00 1.4000000000000e+01
0.0000000000000e+00 1.6000000000000e+01
0.0000000000000e+00 1.9000000000000e+01
0.0000000000000e+00 2.1000000000000e+01
1.0000000000000e+00 2.5000000000000e+01
0.0000000000000e+00 2.9000000000000e+01
0.0000000000000e+00 3.3000000000000e+01
1.0000000000000e+00 3.8000000000000e+01
1.0000000000000e+00 4.4000000000000e+01
1.0000000000000e+00 4.9000000000000e+01
2.0000000000000e+00 5.6000000000000e+01
2.0000000000000e+00 6.4000000000000e+01
2.0000000000000e+00 7.2000000000000e+01
3.0000000000000e+00 8.0000000000000e+01
3.0000000000000e+00 9.1000000000000e+01
5.0000000000000e+00 1.0200000000000e+02
5.0000000000000e+00 1.1300000000000e+02
6.0000000000000e+00 1.2700000000000e+02
8.0000000000000e+00 1.4000000000000e+02
9.0000000000000e+00 1.5600000000000e+02
1.0000000000000e+01 1.7200000000000e+02
1.3000000000000e+01 1.8900000000000e+02
1.4000000000000e+01 2.0900000000000e+02
1.6000000000000e+01 2.2900000000000e+02
1.9000000000000e+01 2.5100000000000e+02
2.2000000000000e+01 2.7400000000000e+02
2.4000000000000e+01 2.9900000000000e+02
2.8000000000000e+01 3.2500000000000e+02
3.1000000000000e+01 3.5300000000000e+02
3.5000000000000e+01 3.8200000000000e+02
3.5000000000000e+01 6.2000000000000e+02
3.6000000000000e+01 3.5300000000000e+02
7.4000000000000e+01 3.8500000000000e+02
4.3000000000000e+01 4.4800000000000e+02
3.7000000000000e+01 4.5000000000000e+02
6.0000000000000e+01 5.7800000000000e+02
1.0400000000000e+02 6.2200000000000e+02
3.6000000000000e+01 7.6400000000000e+02
2.6000000000000e+01 5.1100000000000e+02
1.4500000000000e+02 7.2900000000000e+02
1.1300000000000e+02 1.0430000000000e+03
9.9000000000000e+01 1.0890000000000e+03
1.5200000000000e+02 1.2390000000000e+03
8.4000000000000e+01 9.7000000000000e+02
4.6000000000000e+01 8.3400000000000e+02
8.3000000000000e+01 8.5300000000000e+02
1.3500000000000e+02 1.2230000000000e+03
1.6300000000000e+02 1.0470000000000e+03
1.2700000000000e+02 1.4250000000000e+03
1.1300000000000e+02 1.5150000000000e+03
8.9000000000000e+01 1.3490000000000e+03
9.3000000000000e+01 1.3830000000000e+03
1.1600000000000e+02 1.4340000000000e+03
2.3700000000000e+02 1.1200000000000e+03
1.9700000000000e+02 1.6090000000000e+03
2.5700000000000e+02 1.9820000000000e+03
1.9900000000000e+02 1.9060000000000e+03
1.9300000000000e+02 1.9380000000000e+03
1.1200000000000e+02 1.5620000000000e+03
1.0800000000000e+02 1.3050000000000e+03
3.5300000000000e+02 1.9970000000000e+03
2.9400000000000e+02 1.8620000000000e+03
2.5700000000000e+02 2.4090000000000e+03
2.9000000000000e+02 2.4370000000000e+03
2.7800000000000e+02 2.1120000000000e+03
1.3200000000000e+02 2.0750000000000e+03
1.5500000000000e+02 2.4140000000000e+03
3.3400000000000e+02 2.7130000000000e+03
4.2400000000000e+02 2.2480000000000e+03
4.2000000000000e+02 2.9730000000000e+03
4.7900000000000e+02 2.9600000000000e+03
1.9000000000000e+02 3.3290000000000e+03
2.1500000000000e+02 2.7640000000000e+03
2.3900000000000e+02 2.4840000000000e+03
5.0100000000000e+02 3.4560000000000e+03
4.6300000000000e+02 3.4630000000000e+03
4.4700000000000e+02 3.3770000000000e+03
3.7100000000000e+02 3.2270000000000e+03
3.6400000000000e+02 2.8850000000000e+03
1.5100000000000e+02 3.1520000000000e+03
