0.0000000000000e+00 1.0000000000000e+01
0.0000000000000e+00 1.1000000000000e+01
0.0000000000000e+00 1.4000000000000e+01
0.0000000000000e+00 1.7000000000000e+01
0.0000000000000e+00 1.9000000000000e+01
0.0000000000000e+00 2.2000000000000e+01
0.0000000000000e+00 2.7000000000000e+01
0.0000000000000e+00 3.1000000000000e+01
0.0000000000000e+00 3.6000000000000e+01
0.0000000000000e+00 4.1000000000000e+01
0.0000000000000e+00 4.8000000000000e+01
0.0000000000000e+00 5.5000000000000e+01
1.0000000000000e+00 6.3000000000000e+01
0.0000000000000e+00 7.2000000000000e+01
1.0000000000000e+00 8.1000000000000e+01
0.0000000000000e+00 9.3000000000000e+01
1.0000000000000e+00 1.0400000000000e+02
2.0000000000000e+00 1.1700000000000e+02
2.0000000000000e+00 1.3200000000000e+02
2.0000000000000e+00 1.4800000000000e+02
3.0000000000000e+00 1.6400000000000e+02
3.0000000000000e+00 1.8400000000000e+02
5.0000000000000e+00 2.0300000000000e+02
5.0000000000000e+00 2.2400000000000e+02
7.0000000000000e+00 2.4800000000000e+02
9.0000000000000e+00 2.7300000000000e+02
1.0000000000000e+01 2.9900000000000e+02
1.2000000000000e+01 3.2700000000000e+02
1.5000000000000e+01 3.5800000000000e+02
1.8000000000000e+01 3.8900000000000e+02
2.1000000000000e+01 4.2300000000000e+02
2.5000000000000e+01 4.5900000000000e+02
2.9000000000000e+01 4.9600000000000e+02
3.3000000000000e+01 5.3500000000000e+02
3.9000000000000e+01 5.7700000000000e+02
4.4000000000000e+01 6.1900000000000e+02
5.1000000000000e+01 6.6400000000000e+02
5.8000000000000e+01 7.1100000000000e+02
6.5000000000000e+01 7.5900000000000e+02
7.3000000000000e+01 8.0900000000000e+02
8.3000000000000e+01 8.6100000000000e+02
1.1000000000000e+02 9.3100000000000e+02
1.0100000000000e+02 8.7000000000000e+02
1.1300000000000e+02 1.0720000000000e+03
1.1700000000000e+02 1.0190000000000e+03
1.0700000000000e+02 1.1930000000000e+03
1.4300000000000e+02 1.1640000000000e+03
1.3700000000000e+02 1.3410000000000e+03
1.8200000000000e+02 1.4100000000000e+03
2.1100000000000e+02 1.2590000000000e+03
2.1700000000000e+02 2.0740000000000e+03
2.1600000000000e+02 1.3710000000000e+03
2.3100000000000e+02 1.4310000000000e+03
2.6400000000000e+02 1.4740000000000e+03
2.9000000000000e+02 1.7510000000000e+03
3.0900000000000e+02 1.8130000000000e+03
2.8400000000000e+02 1.6220000000000e+03
3.2300000000000e+02 1.9860000000000e+03
3.8500000000000e+02 1.7400000000000e+03
3.5200000000000e+02 1.5690000000000e+03
4.1000000000000e+02 2.1450000000000e+03
3.5700000000000e+02 2.9940000000000e+03
3.6700000000000e+02 2.1030000000000e+03
4.6000000000000e+02 1.9880000000000e+03
4.5000000000000e+02 2.5160000000000e+03
4.1500000000000e+02 2.5560000000000e+03
4.0700000000000e+02 2.2880000000000e+03
4.4100000000000e+02 2.5090000000000e+03
4.1800000000000e+02 2.9180000000000e+03
4.5500000000000e+02 2.5950000000000e+03
4.6100000000000e+02 3.5040000000000e+03
4.8700000000000e+02 3.2180000000000e+03
4.9400000000000e+02 2.9210000000000e+03
5.4800000000000e+02 2.8420000000000e+03
5.5700000000000e+02 2.8780000000000e+03
5.3400000000000e+02 4.2320000000000e+03
5.8400000000000e+02 3.1400000000000e+03
5.9200000000000e+02 3.0600000000000e+03
5.8000000000000e+02 4.4120000000000e+03
5.6900000000000e+02 3.4180000000000e+03
5.7400000000000e+02 4.6980000000000e+03
5.5700000000000e+02 3.2170000000000e+03
5.3800000000000e+02 4.0290000000000e+03
6.0600000000000e+02 3.7060000000000e+03
6.2800000000000e+02 3.4860000000000e+03
6.1500000000000e+02 5.2400000000000e+03
5.9600000000000e+02 3.8440000000000e+03
6.2600000000000e+02 3.6800000000000e+03
5.7700000000000e+02 4.1920000000000e+03
6.1000000000000e+02 4.2140000000000e+03
6.3000000000000e+02 4.0650000000000e+03
